Engine Fuel Type,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,MSRP
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33300
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,38150
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,38900
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,39450
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,59700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,44400
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,47900
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,34150
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,36800
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,43300
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,41900
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44200
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,47700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33950
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,40800
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,36800
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,47400
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39900
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43950
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,45100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43950
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,41700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,40500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,48375
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,43450
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2269
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33000
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31250
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24950
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33000
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31250
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33000
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24950
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31250
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33450
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,38250
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25350
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27100
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,36500
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30150
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31900
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34250
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34250
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32150
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30400
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36250
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34500
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40450
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34950
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41150
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30800
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32550
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39400
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,3211
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,3665
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,4024
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,20865
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,19840
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,20915
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,20515
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,21810
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23040
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,22115
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,84000
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,85050
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,86950
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,60300
premium unleaded (required),4.0,AUTOMATIC,2.0,Compact,47950
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,56225
premium unleaded (required),4.0,MANUAL,2.0,Compact,43525
premium unleaded (required),4.0,MANUAL,2.0,Compact,43950
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,57650
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,59200
premium unleaded (required),4.0,AUTOMATIC,2.0,Compact,47000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2397
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2488
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2816
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,2934
regular unleaded,4.0,MANUAL,2.0,Compact,21515
premium unleaded (required),4.0,MANUAL,2.0,Compact,26515
regular unleaded,4.0,MANUAL,2.0,Compact,22455
premium unleaded (required),4.0,MANUAL,2.0,Compact,28135
premium unleaded (required),4.0,MANUAL,2.0,Compact,31750
regular unleaded,4.0,MANUAL,2.0,Compact,28400
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26000
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26000
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30100
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30100
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26000
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30100
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30100
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28575
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33525
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33525
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28575
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28925
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,34075
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28925
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26600
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,34350
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26600
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21945
regular unleaded,4.0,AUTOMATIC,4.0,Compact,16095
regular unleaded,4.0,MANUAL,4.0,Compact,18835
regular unleaded,4.0,MANUAL,4.0,Compact,14845
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17845
regular unleaded,4.0,MANUAL,4.0,Compact,20545
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20245
regular unleaded,4.0,MANUAL,4.0,Compact,16455
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18145
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20345
regular unleaded,4.0,MANUAL,4.0,Compact,16755
regular unleaded,4.0,MANUAL,4.0,Compact,20095
regular unleaded,4.0,MANUAL,4.0,Compact,14945
regular unleaded,4.0,AUTOMATIC,4.0,Compact,16195
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21215
regular unleaded,4.0,MANUAL,4.0,Compact,17580
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18970
regular unleaded,4.0,MANUAL,4.0,Compact,19720
regular unleaded,6.0,AUTOMATIC,2.0,Compact,16538
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24300
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,26700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39900
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28500
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38300
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28200
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33900
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40100
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,32900
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43300
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32100
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26400
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,39900
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,41700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28500
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28990
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40400
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31500
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38600
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,45700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43900
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30790
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25400
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34900
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33300
regular unleaded,4.0,MANUAL,4.0,Compact,14040
regular unleaded,4.0,AUTOMATIC,4.0,Compact,15095
regular unleaded,4.0,MANUAL,4.0,Compact,15440
regular unleaded,4.0,MANUAL,4.0,Compact,12270
regular unleaded,4.0,AUTOMATIC,4.0,Compact,13580
regular unleaded,4.0,AUTOMATIC,4.0,Compact,16535
regular unleaded,4.0,MANUAL,4.0,Compact,14685
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17285
regular unleaded,4.0,AUTOMATIC,4.0,Compact,15785
regular unleaded,4.0,AUTOMATIC,4.0,Compact,13760
regular unleaded,4.0,MANUAL,4.0,Compact,12660
regular unleaded,4.0,MANUAL,4.0,Compact,16185
regular unleaded,4.0,MANUAL,4.0,Compact,16325
regular unleaded,4.0,MANUAL,4.0,Compact,13000
regular unleaded,4.0,AUTOMATIC,4.0,Compact,14100
regular unleaded,4.0,AUTOMATIC,4.0,Compact,15925
regular unleaded,4.0,MANUAL,4.0,Compact,14825
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17425
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21900
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28100
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25300
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26800
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29600
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23400
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23650
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22150
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31490
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25350
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29990
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26850
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27000
regular unleaded,4.0,AUTOMATIC,4.0,Compact,32500
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22990
regular unleaded,4.0,AUTOMATIC,4.0,Compact,34000
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25500
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24490
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,52700
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,60200
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,53300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,60800
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,60800
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,53300
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,48065
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,50955
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42880
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,48145
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37505
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,45375
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,45255
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,48920
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,48840
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,46030
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,51730
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43640
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,46135
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37605
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37605
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,48840
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,51730
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,48920
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,46135
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43640
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,46030
regular unleaded,6.0,MANUAL,2.0,Compact,2823
regular unleaded,6.0,MANUAL,2.0,Compact,2350
regular unleaded,6.0,MANUAL,2.0,Compact,2203
regular unleaded,6.0,MANUAL,2.0,Compact,2575
regular unleaded,6.0,MANUAL,2.0,Compact,3219
regular unleaded,6.0,MANUAL,2.0,Compact,3044
regular unleaded,6.0,MANUAL,2.0,Compact,3732
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,21450
regular unleaded,6.0,MANUAL,2.0,Midsize,22695
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,23520
regular unleaded,6.0,MANUAL,4.0,Midsize,22370
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,21735
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23335
regular unleaded,6.0,MANUAL,2.0,Midsize,22980
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,20255
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23755
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,20825
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,6.0,AUTOMATIC,2.0,Compact,18255
regular unleaded,6.0,MANUAL,2.0,Compact,14977
regular unleaded,6.0,MANUAL,2.0,Compact,22001
regular unleaded,6.0,MANUAL,2.0,Compact,17320
regular unleaded,6.0,MANUAL,2.0,Compact,20596
regular unleaded,6.0,MANUAL,2.0,Compact,25279
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2000
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2000
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2230
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2000
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2472
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2283
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2749
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2512
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,AUTOMATIC,2.0,Compact,9949
regular unleaded,4.0,AUTOMATIC,2.0,Compact,10949
regular unleaded,4.0,MANUAL,2.0,Compact,9299
regular unleaded,4.0,MANUAL,2.0,Compact,10299
regular unleaded,4.0,MANUAL,4.0,Compact,16599
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19349
regular unleaded,4.0,MANUAL,4.0,Compact,16999
regular unleaded,4.0,MANUAL,4.0,Compact,18249
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17799
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18299
regular unleaded,4.0,MANUAL,4.0,Compact,17099
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18599
regular unleaded,4.0,MANUAL,4.0,Compact,16799
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18875
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19649
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17999
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18499
regular unleaded,4.0,MANUAL,4.0,Compact,18549
regular unleaded,4.0,MANUAL,4.0,Compact,16999
regular unleaded,4.0,MANUAL,4.0,Compact,19349
regular unleaded,4.0,MANUAL,4.0,Compact,16999
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19175
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18349
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20449
regular unleaded,6.0,AUTOMATIC,2.0,Compact,5667
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,21400
regular unleaded,4.0,MANUAL,2.0,Compact,21440
regular unleaded,4.0,AUTOMATIC,2.0,Compact,22440
regular unleaded,4.0,AUTOMATIC,2.0,Compact,22400
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20210
regular unleaded,4.0,MANUAL,2.0,Compact,19210
regular unleaded,4.0,MANUAL,2.0,Compact,19210
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20360
regular unleaded,4.0,AUTOMATIC,2.0,Compact,24340
regular unleaded,4.0,MANUAL,2.0,Compact,23190
regular unleaded,4.0,MANUAL,2.0,Compact,19385
regular unleaded,4.0,MANUAL,2.0,Compact,23190
regular unleaded,4.0,AUTOMATIC,2.0,Compact,24340
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20535
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24070
regular unleaded,4.0,AUTOMATIC,4.0,Compact,37240
regular unleaded,4.0,AUTOMATIC,4.0,Compact,33065
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29820
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28310
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26560
regular unleaded,4.0,AUTOMATIC,4.0,Compact,34815
regular unleaded,4.0,AUTOMATIC,4.0,Compact,35490
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29810
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28060
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31570
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28300
regular unleaded,4.0,AUTOMATIC,4.0,Compact,33975
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23975
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28550
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30620
regular unleaded,4.0,AUTOMATIC,4.0,Compact,35725
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26800
regular unleaded,4.0,AUTOMATIC,4.0,Compact,32370
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30050
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29050
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28800
regular unleaded,4.0,AUTOMATIC,4.0,Compact,36025
regular unleaded,4.0,AUTOMATIC,4.0,Compact,34275
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27300
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30550
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30920
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24070
regular unleaded,4.0,AUTOMATIC,4.0,Compact,32670
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30780
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,26660
regular unleaded,4.0,AUTOMATIC,2.0,Compact,17095
regular unleaded,6.0,MANUAL,2.0,Compact,18595
regular unleaded,6.0,MANUAL,2.0,Compact,20595
regular unleaded,4.0,MANUAL,2.0,Compact,16095
regular unleaded,6.0,MANUAL,2.0,Compact,21595
regular unleaded,6.0,AUTOMATIC,2.0,Compact,19595
regular unleaded,6.0,AUTOMATIC,2.0,Compact,21195
regular unleaded,6.0,MANUAL,2.0,Compact,22095
regular unleaded,6.0,MANUAL,2.0,Compact,19395
regular unleaded,4.0,AUTOMATIC,2.0,Compact,17795
regular unleaded,6.0,MANUAL,2.0,Compact,21695
regular unleaded,6.0,AUTOMATIC,2.0,Compact,22795
regular unleaded,4.0,MANUAL,2.0,Compact,16695
regular unleaded,6.0,AUTOMATIC,2.0,Compact,20495
regular unleaded,4.0,AUTOMATIC,2.0,Compact,18370
regular unleaded,6.0,AUTOMATIC,2.0,Compact,21270
regular unleaded,6.0,MANUAL,2.0,Compact,22620
regular unleaded,6.0,MANUAL,2.0,Compact,20170
regular unleaded,4.0,MANUAL,2.0,Compact,17270
regular unleaded,6.0,AUTOMATIC,2.0,Compact,22770
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,42985
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,41635
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39255
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,45185
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,35705
premium unleaded (required),6.0,MANUAL,4.0,Midsize,42985
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39435
regular unleaded,6.0,AUTOMATIC,4.0,Compact,23965
regular unleaded,6.0,AUTOMATIC,4.0,Compact,22455
regular unleaded,6.0,AUTOMATIC,4.0,Compact,29745
regular unleaded,6.0,AUTOMATIC,4.0,Compact,25145
regular unleaded,6.0,AUTOMATIC,4.0,Compact,23520
regular unleaded,6.0,AUTOMATIC,4.0,Compact,28120
regular unleaded,6.0,AUTOMATIC,4.0,Compact,24820
regular unleaded,6.0,AUTOMATIC,4.0,Compact,26815
regular unleaded,6.0,AUTOMATIC,4.0,Compact,31415
regular unleaded,6.0,AUTOMATIC,4.0,Compact,29420
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39300
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43935
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30995
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38295
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32995
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33795
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35795
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36295
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41935
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44145
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34005
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42145
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36505
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38505
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31205
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36005
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33205
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38650
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31300
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44045
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33300
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36650
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42045
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25030
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26530
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23945
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20120
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21620
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22445
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20040
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21540
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24145
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21800
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25230
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26730
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20300
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22645
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21800
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20300
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24400
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26100
